0.0000000, 0.5815808
0.0105259, 0.5808817
0.0199416, 0.5815808
0.0300705, 0.5820803
0.0400772, 0.5811812
0.0499737, 0.5823799
0.0599568, 0.5818805
0.0699675, 0.5806819
0.0800271, 0.5814810
0.0900583, 0.5823799
0.0999491, 0.5812811
0.1099932, 0.5809814
0.1199274, 0.5822799
0.1298828, 0.5818805
0.1406422, 0.5814810
0.1499591, 0.5820803
0.1604352, 0.5818805
0.1705301, 0.5814810
0.1807432, 0.5819803
0.1899934, 0.5824797
0.1998966, 0.5810812
0.2098992, 0.5813810
0.2200413, 0.5823799
0.2299459, 0.5809814
0.2399433, 0.5819803
0.2499611, 0.5822799
0.2599041, 0.5810812
0.2699342, 0.5813810
0.2800505, 0.5820803
0.2900026, 0.5818805
0.2998748, 0.5804823
0.3099518, 0.5814810
0.3199501, 0.5813810
0.3300488, 0.5811812
0.3399742, 0.5823799
0.3499672, 0.5817806
0.3599408, 0.5819803
0.3698971, 0.5813810
0.3798945, 0.5824797
0.3899651, 0.5815808
0.3999150, 0.5813810
0.4098182, 0.5820803
0.4199378, 0.5811812
0.4300086, 0.5818805
0.4399350, 0.5822799
0.4499404, 0.5816807
0.4599161, 0.5811812
0.4699931, 0.5816807
0.4799111, 0.5819803
0.4905715, 0.5811812
0.5005372, 0.5824797
0.5104387, 0.5818805
0.5205204, 0.5810812
0.5305879, 0.5827792
0.5399215, 0.5823799
0.5504866, 0.5818805
0.5603485, 0.5814810
0.5704641, 0.5824797
0.5799024, 0.5812811
0.5904551, 0.5815808
0.5999093, 0.5823799
0.6104567, 0.5814810
0.6202674, 0.5811812
0.6304877, 0.5821801
0.6403787, 0.5818805
0.6505764, 0.5817806
0.6599331, 0.5819803
0.6698573, 0.5819803
0.6804023, 0.5814810
0.6904495, 0.5822799
0.7003696, 0.5820803
0.7105129, 0.5809814
0.7205114, 0.5809814
0.7299824, 0.5818805
0.7398973, 0.5815808
0.7499440, 0.5811812
0.7598073, 0.5823799
0.7705183, 0.5812811
0.7805495, 0.5811812
0.7904751, 0.5823799
0.8004594, 0.5816807
0.8103793, 0.5811812
0.8204119, 0.5813810
0.8304451, 0.5818805
0.8404050, 0.5813810
0.8504376, 0.5819803
0.8598192, 0.5817806
0.8698344, 0.5809814
0.8798075, 0.5812811
0.8898799, 0.5821801
0.9003215, 0.5813810
0.9106834, 0.5813810
0.9204571, 0.5823799
0.9305825, 0.5819803
0.9406383, 0.5817806
0.9503679, 0.5823799
0.9603672, 0.5815808
0.9705067, 0.5810812
0.9805231, 0.5820803
0.9903460, 0.5824797
1.0002661, 0.5812811
1.0104692, 0.5813810
1.0198860, 0.5820803
1.0299931, 0.5808817
1.0399270, 0.5818805
1.0499480, 0.5820803
1.0604990, 0.5808817
1.0698850, 0.5811812
1.0798628, 0.5823799
1.0898855, 0.5815808
1.0998244, 0.5810812
1.1103673, 0.5814810
1.1198795, 0.5811812
1.1304247, 0.5813810
1.1403573, 0.5819803
1.1497896, 0.5816807
