-0.0012817,-0.2903597,0.7122750,1.2741358,0.0241942,0.1963443
-0.0018810,-0.2907260,0.7113795,1.2734367,0.0241942,0.1969684
-0.0014148,-0.2903597,0.7116034,1.2741358,0.0232954,0.1978425
-0.0014148,-0.2902376,0.7124991,1.2746353,0.0233953,0.1974679
-0.0014148,-0.2904207,0.7114541,1.2737362,0.0241942,0.1968437
-0.0012817,-0.2902376,0.7124991,1.2749349,0.0231955,0.1980921
-0.0012817,-0.2901155,0.7124991,1.2744355,0.0236949,0.1975926
-0.0019475,-0.2907871,0.7113046,1.2732369,0.0240943,0.1968437
-0.0014148,-0.2903597,0.7117529,1.2740360,0.0235951,0.1978425
-0.0010153,-0.2901155,0.7121258,1.2749349,0.0230956,0.1979672
-0.0012817,-0.2903597,0.7121258,1.2738361,0.0241942,0.1964692
-0.0016147,-0.2904818,0.7113795,1.2735364,0.0239944,0.1968437
-0.0010819,-0.2901155,0.7120514,1.2748349,0.0228958,0.1984667
-0.0013483,-0.2902987,0.7124991,1.2744355,0.0236949,0.1972183
-0.0014148,-0.2904207,0.7111554,1.2740360,0.0232954,0.1978425
-0.0012151,-0.2900544,0.7119765,1.2746353,0.0230956,0.1975926
-0.0013483,-0.2903597,0.7125737,1.2744355,0.0238947,0.1969684
-0.0014148,-0.2903597,0.7120514,1.2740360,0.0238947,0.1968437
-0.0013483,-0.2903597,0.7117529,1.2745353,0.0230956,0.1983417
-0.0010819,-0.2900544,0.7122750,1.2750347,0.0229958,0.1978425
-0.0014148,-0.2905429,0.7116034,1.2736362,0.0243939,0.1962193
-0.0015481,-0.2905429,0.7111554,1.2739360,0.0234951,0.1973432
-0.0009488,-0.2899933,0.7124991,1.2749349,0.0228958,0.1980921
-0.0018144,-0.2906039,0.7113795,1.2735364,0.0240943,0.1970931
-0.0013483,-0.2903597,0.7113046,1.2745353,0.0231955,0.1979672
-0.0012151,-0.2902376,0.7117529,1.2748349,0.0234951,0.1975926
