7.2039557,71.0042040,-300.3811600,9.2623177,22.1609100,-2.2519000
6.2359781,68.3277360,-299.9558100,8.1707239,22.6314370,-2.9570456
10.3066740,69.3811190,-300.6699200,8.2188454,22.5846940,-2.7430809
7.5860538,64.5331420,-301.2824100,8.9682875,22.5335270,-2.9826636
8.1618309,66.1029740,-298.2295800,7.8031168,22.8334690,-2.4446940
6.2644558,51.9559710,-293.6945200,5.8894496,22.4662800,-1.5424700
6.7267838,63.5386620,-308.1550300,7.3800769,22.9919620,-2.9444571
7.4907956,56.2998960,-295.1535600,6.6041484,22.9681400,-1.9415257
7.4378281,57.9337230,-309.1770600,6.5731044,24.0301070,-2.7226734
7.3021774,65.3046340,-300.2424000,8.1533957,22.5400870,-1.8830009
5.9827704,70.2112430,-305.5983300,8.8550482,23.7397120,-3.4674082
8.9011269,73.4501340,-303.5720800,9.1031075,23.1364060,-3.4042199
8.1517439,70.3479000,-306.5937800,9.8850193,22.8839570,-3.0574198
6.1555672,74.4436950,-302.3724100,9.8728743,23.0837900,-3.9675958
6.1242456,66.1173480,-293.5397000,8.7719078,21.9839570,-2.4763591
6.5635576,68.0536880,-299.2925100,8.4661922,23.2769280,-3.3499596
9.5186567,61.3185540,-294.5073500,7.2222137,22.0821420,-2.3611190
8.1201429,56.5609050,-301.3490600,6.4374642,23.0595400,-1.9952586
8.0077333,56.2290730,-298.4027700,6.5622439,22.7648530,-1.9923978
7.7901802,56.8170550,-298.7717900,7.0409379,22.9778920,-1.6287841
8.2017460,63.1825220,-298.6862200,7.5572033,23.5920540,-2.7718172
6.6152930,60.3011360,-295.4946900,7.7406263,23.0406570,-2.1466663
6.3019733,70.8503490,-306.3222700,9.3833752,23.6334230,-3.5819945
5.8784490,71.5532380,-299.0720200,10.1336510,22.9105450,-3.0467100
3.3949602,63.3746380,-297.5743700,8.0214319,23.1210900,-3.0430317
7.6776481,70.5036470,-302.5508400,9.2345104,23.0831760,-3.2938635
9.4082756,72.9612430,-300.8295000,9.9486761,22.6329150,-2.9549968
5.7856317,71.3095860,-298.2384300,9.1050501,22.8272460,-3.0163152
9.8262768,64.5954670,-296.5446200,8.7754564,21.8943020,-2.3818109
10.6657820,63.0092770,-293.0145900,7.0642810,22.9824490,-2.7507777
10.1770200,57.3421330,-293.7145700,6.5613875,22.5930580,-1.9638991
7.4148912,57.9389380,-298.5421100,6.2961659,23.3101750,-2.1691597
8.9000340,63.0310630,-300.8875400,7.6191502,23.1706370,-2.3790109
8.0046749,60.9735340,-298.8293500,7.1253252,23.1020790,-2.3960807
6.8264961,68.0033260,-304.0408000,8.3567266,23.5088880,-2.9164178
9.3609276,64.0554730,-298.4140000,9.0469627,22.9828210,-2.7967408
6.9179521,76.1734920,-304.4804400,10.0175860,23.4605850,-3.9383962
8.5525179,79.4188770,-304.1328100,10.5915690,22.2298760,-3.2321994
6.9144139,78.1033020,-301.3053900,9.8672419,22.5679780,-3.6664741
